case,family,root,phase,mechanics,replay_equal,cross_mechanics_equal,checks_pass,failed,cell_proposals,arrow_proposals,cell_updates,arrow_updates,cell_deallocations,arrow_deallocations,physical_work,trace_len,final_tick,naturally_quiescent,body_hash,markers
88,gate_c_bounded_creation,7600001,7,reference,true,true,true,,2,4,0,0,2,4,35,50,17,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,proposals=(2; 4)
88,gate_c_bounded_creation,7600001,7,production,true,true,true,,2,4,0,0,2,4,35,50,17,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,proposals=(2; 4)
89,gate_d_orphan_cleanup_reuse,7600001,7,reference,true,true,true,,2,4,0,0,2,4,17,20,17,true,86971fb624b6274ad897b80b29d4afa4481a2e536dd88d35f277553179f2d2d2,cell_slots=[CellSlot(2); CellSlot(3)]->[CellSlot(2); CellSlot(3)];arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]->[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]
89,gate_d_orphan_cleanup_reuse,7600001,7,production,true,true,true,,2,4,0,0,2,4,17,20,17,true,86971fb624b6274ad897b80b29d4afa4481a2e536dd88d35f277553179f2d2d2,cell_slots=[CellSlot(2); CellSlot(3)]->[CellSlot(2); CellSlot(3)];arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]->[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]
90,gate_e_positive_consequence,7600001,7,reference,true,true,false,positive_stem_consolidated|positive_relation_remains_executable,2,4,1,1,1,3,19,23,17,true,38efd2fdb1d5d07f328489191f055b19cbea6e573bfb1348c702dae9f9a0c05c,positive_r=cellSome(4)/stemSome(1)/outSome(4);negative_r=cellSome(1)/outSome(1);live10=positive(true; false; true)/negative(false; false; false)
90,gate_e_positive_consequence,7600001,7,production,true,true,false,positive_stem_consolidated|positive_relation_remains_executable,2,4,1,1,1,3,19,23,17,true,38efd2fdb1d5d07f328489191f055b19cbea6e573bfb1348c702dae9f9a0c05c,positive_r=cellSome(4)/stemSome(1)/outSome(4);negative_r=cellSome(1)/outSome(1);live10=positive(true; false; true)/negative(false; false; false)
91,gate_a_sign_symmetry,7600001,8,reference,true,true,true,,2,4,0,0,0,0,11,14,10,true,3ac7cd2252d88ee6e6a8ca907436b4504632782a5f1031ce474dfee89acf9efc,negative=CellId(2)/CellSlot(2);positive=CellId(3)/CellSlot(3)
91,gate_a_sign_symmetry,7600001,8,production,true,true,true,,2,4,0,0,0,0,11,14,10,true,3ac7cd2252d88ee6e6a8ca907436b4504632782a5f1031ce474dfee89acf9efc,negative=CellId(2)/CellSlot(2);positive=CellId(3)/CellSlot(3)
92,gate_b_no_consequence,7600001,8,reference,true,true,true,,2,4,0,0,2,4,17,20,18,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,negative_live=(false; false; false);positive_live=(false; false; false)
92,gate_b_no_consequence,7600001,8,production,true,true,true,,2,4,0,0,2,4,17,20,18,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,negative_live=(false; false; false);positive_live=(false; false; false)
93,gate_c_bounded_creation,7600001,8,reference,true,true,true,,2,4,0,0,2,4,35,50,18,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,proposals=(2; 4)
93,gate_c_bounded_creation,7600001,8,production,true,true,true,,2,4,0,0,2,4,35,50,18,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,proposals=(2; 4)
94,gate_d_orphan_cleanup_reuse,7600001,8,reference,true,true,true,,2,4,0,0,2,4,17,20,18,true,86971fb624b6274ad897b80b29d4afa4481a2e536dd88d35f277553179f2d2d2,cell_slots=[CellSlot(2); CellSlot(3)]->[CellSlot(2); CellSlot(3)];arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]->[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]
94,gate_d_orphan_cleanup_reuse,7600001,8,production,true,true,true,,2,4,0,0,2,4,17,20,18,true,86971fb624b6274ad897b80b29d4afa4481a2e536dd88d35f277553179f2d2d2,cell_slots=[CellSlot(2); CellSlot(3)]->[CellSlot(2); CellSlot(3)];arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]->[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]
95,gate_e_positive_consequence,7600001,8,reference,true,true,false,positive_stem_consolidated|positive_relation_remains_executable,2,4,1,1,1,3,19,23,18,true,38efd2fdb1d5d07f328489191f055b19cbea6e573bfb1348c702dae9f9a0c05c,positive_r=cellSome(4)/stemSome(1)/outSome(4);negative_r=cellSome(1)/outSome(1);live10=positive(true; false; true)/negative(false; false; false)
95,gate_e_positive_consequence,7600001,8,production,true,true,false,positive_stem_consolidated|positive_relation_remains_executable,2,4,1,1,1,3,19,23,18,true,38efd2fdb1d5d07f328489191f055b19cbea6e573bfb1348c702dae9f9a0c05c,positive_r=cellSome(4)/stemSome(1)/outSome(4);negative_r=cellSome(1)/outSome(1);live10=positive(true; false; true)/negative(false; false; false)
96,gate_a_sign_symmetry,7600001,9,reference,true,true,true,,2,4,0,0,0,0,11,14,11,true,3ac7cd2252d88ee6e6a8ca907436b4504632782a5f1031ce474dfee89acf9efc,negative=CellId(2)/CellSlot(2);positive=CellId(3)/CellSlot(3)
96,gate_a_sign_symmetry,7600001,9,production,true,true,true,,2,4,0,0,0,0,11,14,11,true,3ac7cd2252d88ee6e6a8ca907436b4504632782a5f1031ce474dfee89acf9efc,negative=CellId(2)/CellSlot(2);positive=CellId(3)/CellSlot(3)
97,gate_b_no_consequence,7600001,9,reference,true,true,true,,2,4,0,0,2,4,17,20,19,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,negative_live=(false; false; false);positive_live=(false; false; false)
97,gate_b_no_consequence,7600001,9,production,true,true,true,,2,4,0,0,2,4,17,20,19,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,negative_live=(false; false; false);positive_live=(false; false; false)
98,gate_c_bounded_creation,7600001,9,reference,true,true,true,,2,4,0,0,2,4,35,50,19,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,proposals=(2; 4)
98,gate_c_bounded_creation,7600001,9,production,true,true,true,,2,4,0,0,2,4,35,50,19,true,217668b857368839b902c2ae102f6b0f2ae0728bd3b933e3a9e188bd85e9839e,proposals=(2; 4)
99,gate_d_orphan_cleanup_reuse,7600001,9,reference,true,true,true,,2,4,0,0,2,4,17,20,19,true,86971fb624b6274ad897b80b29d4afa4481a2e536dd88d35f277553179f2d2d2,cell_slots=[CellSlot(2); CellSlot(3)]->[CellSlot(2); CellSlot(3)];arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]->[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]
99,gate_d_orphan_cleanup_reuse,7600001,9,production,true,true,true,,2,4,0,0,2,4,17,20,19,true,86971fb624b6274ad897b80b29d4afa4481a2e536dd88d35f277553179f2d2d2,cell_slots=[CellSlot(2); CellSlot(3)]->[CellSlot(2); CellSlot(3)];arrow_slots=[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]->[Some(ArrowSlot(0)); Some(ArrowSlot(1)); Some(ArrowSlot(2)); Some(ArrowSlot(3))]
100,gate_e_positive_consequence,7600001,9,reference,true,true,false,positive_stem_consolidated|positive_relation_remains_executable,2,4,1,1,1,3,19,23,19,true,38efd2fdb1d5d07f328489191f055b19cbea6e573bfb1348c702dae9f9a0c05c,positive_r=cellSome(4)/stemSome(1)/outSome(4);negative_r=cellSome(1)/outSome(1);live10=positive(true; false; true)/negative(false; false; false)
100,gate_e_positive_consequence,7600001,9,production,true,true,false,positive_stem_consolidated|positive_relation_remains_executable,2,4,1,1,1,3,19,23,19,true,38efd2fdb1d5d07f328489191f055b19cbea6e573bfb1348c702dae9f9a0c05c,positive_r=cellSome(4)/stemSome(1)/outSome(4);negative_r=cellSome(1)/outSome(1);live10=positive(true; false; true)/negative(false; false; false)
