case,family,root,phase,mechanics,replay_equal,cross_equal,renaming_equal,checks_pass,failed,quiescent,ceiling,physical_work,updates,proposals,cell_proposals,arrow_deallocations,cell_deallocations,normalized_trace_len,final_tick,normalized_trace_hash,raw_trace_hash,normalized_body_hash,raw_body_hash,live_hash,pending_continuation_hash,admitted_continuation_hash,markers
95,irrelevant_negative_not_retained,8200001,0,production,true,true,true,true,,true,false,72,2,20,10,6,3,10,14,089105c987b0b72c76927744f048d4211f11eeebfd124e1fcfd61f59b1999451,ef1af609c40c67e2e2dbbbd6bac513816bf6bc0d47d6932f8be14508e95d7951,1bf39bd9ee7963252f0cade8c89ef649b3d4e6462c0ceef2858a159e8c82a13c,eed7008bd6c7b39e4cb10f8df700acd5753fc0840422328c4b088881664a40a2,a72edcd5ef1c9e9514eba477973c3739f925c61497b197e7a901501eeb57edfe,ed3b9f7848f0acbb4307753434e95b01d239d24c9b465b6bb626a7c4ffcc7a8a,7913ecd6f5d6285b51c0c9bb0f780d2549c8953fc9e07d83bea2c6869f1a7173,useful_live=true;others_gone=true;fires=1/1
96,useful_positive_selection_control,8200001,0,reference,true,true,true,false,positive_relation_reexecutes,true,false,21,2,4,2,2,1,7,12,83bcbe59c7fa6b762045930fe5dc960a5dbd7e6130daaed3be565da01f90967a,826b90301255aeca32e4d4ca716c55e056f06d44699f7d7c30a6378d2b303765,126b33b01ff68418561c5387c414a25b5062b294079cce057fb87a78506a0073,26910962cefc16b3b8d3cac57d941697143bed2f8e353346bd9cb7bfada0e806,e0f5a2fc866dc820fca9d520245be4d8dc34301bbf6d0969b8dee1149fda9bf7,44eabbcdff005415dc8b3893810f612acf4a2313b95ff9feaeccf1d0e7938ca5,f04fc12a78b294764f8ca3393f20aa86e707c83acd66c0ba68cc9c2de4bf4afc,selected_sign=1;live=true/false;contact_fires=1->2;positive_deliveries=0->0;anchors=[Some(500); Some(500)]
96,useful_positive_selection_control,8200001,0,production,true,true,true,false,positive_relation_reexecutes,true,false,21,2,4,2,2,1,7,12,83bcbe59c7fa6b762045930fe5dc960a5dbd7e6130daaed3be565da01f90967a,826b90301255aeca32e4d4ca716c55e056f06d44699f7d7c30a6378d2b303765,126b33b01ff68418561c5387c414a25b5062b294079cce057fb87a78506a0073,26910962cefc16b3b8d3cac57d941697143bed2f8e353346bd9cb7bfada0e806,0bafcccf21b52fc84aaa65d5a981a09611eebb0670467127857d3c5917dc4fe2,44eabbcdff005415dc8b3893810f612acf4a2313b95ff9feaeccf1d0e7938ca5,f04fc12a78b294764f8ca3393f20aa86e707c83acd66c0ba68cc9c2de4bf4afc,selected_sign=1;live=true/false;contact_fires=1->2;positive_deliveries=0->0;anchors=[Some(500); Some(500)]
97,learned_negative_disconnected,8200001,0,reference,true,true,true,true,,false,true,128,2,20,10,18,9,24,26,568d5316bd7d39fda3fefa68f010de04b38abe6c1160ba5539d1bc177891fd75,491f82b16d795808a4332d436bae10231d253dfa2a5ee3d3d684aeb8a8c184a1,ec80c8cc82b23cc5f44b9069d804d8da9e577b0b4573f5fd860335bfbccae663,783d924c9a5ac00ebed00a74c7f15e327d944e5c07465463453831a43d412f85,1411985fed6dcda10f2121a6bfda4a1a41cea702fcf88b07d7913799b4e0121b,efa9251adc387c4501bb404fc9865e56f78e32101e43ebfa625a14ade270f5f3,379c1f0284406b1a8602ff475a03c75b534848786b59a6365d68a9a51d7d4496,disconnected=true;ceiling=true
97,learned_negative_disconnected,8200001,0,production,true,true,true,true,,false,true,128,2,20,10,18,9,24,26,568d5316bd7d39fda3fefa68f010de04b38abe6c1160ba5539d1bc177891fd75,491f82b16d795808a4332d436bae10231d253dfa2a5ee3d3d684aeb8a8c184a1,ec80c8cc82b23cc5f44b9069d804d8da9e577b0b4573f5fd860335bfbccae663,783d924c9a5ac00ebed00a74c7f15e327d944e5c07465463453831a43d412f85,31441a44a3b9bb371095369ce7cd635958d9d4b3399db7177aeea960c219e1f2,efa9251adc387c4501bb404fc9865e56f78e32101e43ebfa625a14ade270f5f3,379c1f0284406b1a8602ff475a03c75b534848786b59a6365d68a9a51d7d4496,disconnected=true;ceiling=true
98,learned_negative_not_traversed,8200001,0,reference,true,true,true,true,,false,true,112,2,16,8,14,7,26,31,17e64d2f078e9ae837340d1a26de4b84164d94e4eeae886fbd3eeef8b2173be4,eaabbdefcffb75c7c54f77fe6a417d2406dfb155c431932f5e8bb1dc27e9dd0a,567aea037038958c175d6a0bf72f38167ddcd9ce25da9462f353dbd6e23249db,e5731ca2b075d101a25c8fe5f596c96f7373958e0c1f25fb7d4ed68747fdd66d,e5de8c17451caf59bb13fcd1a309a1071a02be8e32b119949ab8b6ca913c12a7,f1c323fd427591b81526de2a0f28383b3fb7d89b0d85519e25a1bef28b5758a2,b0eca05435d313168b234fc500237a42b53ed378f1f6c741efe982400a0d6146,contact_fires=0
98,learned_negative_not_traversed,8200001,0,production,true,true,true,true,,false,true,112,2,16,8,14,7,26,31,17e64d2f078e9ae837340d1a26de4b84164d94e4eeae886fbd3eeef8b2173be4,eaabbdefcffb75c7c54f77fe6a417d2406dfb155c431932f5e8bb1dc27e9dd0a,567aea037038958c175d6a0bf72f38167ddcd9ce25da9462f353dbd6e23249db,e5731ca2b075d101a25c8fe5f596c96f7373958e0c1f25fb7d4ed68747fdd66d,847133fe8a2c433c364a6f34e8ff3b16299a16d1671b38e1802ef7f85b686069,f1c323fd427591b81526de2a0f28383b3fb7d89b0d85519e25a1bef28b5758a2,b0eca05435d313168b234fc500237a42b53ed378f1f6c741efe982400a0d6146,contact_fires=0
99,fresh_recurrence_packing,8200001,0,reference,true,true,true,true,,true,false,46,2,12,6,2,1,10,14,37185e7d7b7c55547297c8392805ce2f5ac2f536bc278d3401323574d5565c74,455aea2a61c3ca2f9d4fa736d4b4f7c54b60e869d7c5cdc1b05c2bb444b5e81e,cfbc39f72e9adc269b472697dab26781f313c4949480568ce93c937c3ab86190,975ff843cef57b3d8b6f717df0653e037a90a267fc3bde188bbd782b8e6ea000,1954605c7b0061b96c16d1e3e1ab14d2b4a320f7c0fa74122e12031c85ceee4d,c8bb43f5bf038936e2f3a22f04964a404ee1843196d081a0b8685038cdd1650d,e3a57e01b15c6d5df7e56e9d326f7ee809e4ea4cf9c698e858a6ff3d136590c4,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=true
99,fresh_recurrence_packing,8200001,0,production,true,true,true,true,,true,false,46,2,12,6,2,1,10,14,37185e7d7b7c55547297c8392805ce2f5ac2f536bc278d3401323574d5565c74,455aea2a61c3ca2f9d4fa736d4b4f7c54b60e869d7c5cdc1b05c2bb444b5e81e,cfbc39f72e9adc269b472697dab26781f313c4949480568ce93c937c3ab86190,975ff843cef57b3d8b6f717df0653e037a90a267fc3bde188bbd782b8e6ea000,8376da35d6166ef4f8082525df2c5cc3f4d724bf059e1696ea9527685e15ff84,c8bb43f5bf038936e2f3a22f04964a404ee1843196d081a0b8685038cdd1650d,e3a57e01b15c6d5df7e56e9d326f7ee809e4ea4cf9c698e858a6ff3d136590c4,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=true
100,learned_negative_stabilizes,8200001,1,reference,true,true,true,true,,true,false,46,2,12,6,2,1,10,15,fdeb7ddc84ffa628966c8e21aa356dc195dcfcb75d372fd15d02a0ffd1138248,c27bbe1e84f2a862da58270bfab9e93c724d653819c8b8743cd5896098354540,37db9672927632193e907373693b15b175b16beb49e7935710e4eba81d72deec,1797923af3b4b87d2f2c47a8eec958d047a7547d96da1e4ffd0ae8b4a8d30630,e36c97dc7f15271e378076ef1512dd5db4d7c1d55679d60e8980c22d8199a65e,022cfe84a25bff63561c3d1d28b90eeaf212d2c5b5ec062324a45aff64e16038,f508bdf560e70fb0ab7387d594db9a7d8f858a9c1312dc61ccc140ee45e6db71,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
100,learned_negative_stabilizes,8200001,1,production,true,true,true,true,,true,false,46,2,12,6,2,1,10,15,fdeb7ddc84ffa628966c8e21aa356dc195dcfcb75d372fd15d02a0ffd1138248,c27bbe1e84f2a862da58270bfab9e93c724d653819c8b8743cd5896098354540,37db9672927632193e907373693b15b175b16beb49e7935710e4eba81d72deec,1797923af3b4b87d2f2c47a8eec958d047a7547d96da1e4ffd0ae8b4a8d30630,081b69231c63d66e767d8036f1f313e8c73dd3aac19c5ec89e2f7919a0c127e3,022cfe84a25bff63561c3d1d28b90eeaf212d2c5b5ec062324a45aff64e16038,f508bdf560e70fb0ab7387d594db9a7d8f858a9c1312dc61ccc140ee45e6db71,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
101,no_modulation_no_selection,8200001,1,reference,true,true,true,false,uninhibited_recurrence_persists,false,false,92,0,8,4,8,4,45,52,9da4c1c38746f6190cc70d53c6b411be8a928401405a6a8174ce64dd2fed7a1e,d02142479997b154f5ac5cd8b73fdc1fba205f01929c8e61495c7ada82a49983,28e980a2af28a4845f75e28b5b73e8d9e878ebbb60b6d446efdec1249e0563cc,acdf78d2c6ecfc3087499a3c938a8ae2679ead8f3137db79edf303650252042b,fb1a86dd2a7561d5b89e9484c970a5aa9a4c8e076cd2e14feec56893f4c689af,51293a4a0feaf388b87172cb23da8066974c7ed9feb03a0c32bae0c572e812cf,befa8cd28784c0c6827005ff546b50648a090ad5d605deda5927e7806ba2a836,candidates_gone=true;anchors=[Some(500); Some(500)];fires=11/10;ceiling=false
101,no_modulation_no_selection,8200001,1,production,true,true,true,false,uninhibited_recurrence_persists,false,false,92,0,8,4,8,4,45,52,9da4c1c38746f6190cc70d53c6b411be8a928401405a6a8174ce64dd2fed7a1e,d02142479997b154f5ac5cd8b73fdc1fba205f01929c8e61495c7ada82a49983,28e980a2af28a4845f75e28b5b73e8d9e878ebbb60b6d446efdec1249e0563cc,acdf78d2c6ecfc3087499a3c938a8ae2679ead8f3137db79edf303650252042b,9cfdc16a9e0a3b92842bce78d72889355f005dbcf4998affe3e04aee565980aa,51293a4a0feaf388b87172cb23da8066974c7ed9feb03a0c32bae0c572e812cf,befa8cd28784c0c6827005ff546b50648a090ad5d605deda5927e7806ba2a836,candidates_gone=true;anchors=[Some(500); Some(500)];fires=11/10;ceiling=false
102,candidate_identity_sign_order_permutation,8200001,1,reference,true,true,true,true,,true,false,46,2,12,6,2,1,10,15,fdeb7ddc84ffa628966c8e21aa356dc195dcfcb75d372fd15d02a0ffd1138248,5e4da3d1f5940006146e5a6b4004c54d1f77b2b61f27bddecf2ec824dc23248a,37db9672927632193e907373693b15b175b16beb49e7935710e4eba81d72deec,e38e963fe1c627e70543322527d2f4b6550124d2a538945b5fd63e8fe05e8928,818e0182c3ef48bbcd60bd1b122eb3ca81855c2e7856f4d4952f3f7f85188c20,022cfe84a25bff63561c3d1d28b90eeaf212d2c5b5ec062324a45aff64e16038,f508bdf560e70fb0ab7387d594db9a7d8f858a9c1312dc61ccc140ee45e6db71,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
102,candidate_identity_sign_order_permutation,8200001,1,production,true,true,true,true,,true,false,46,2,12,6,2,1,10,15,fdeb7ddc84ffa628966c8e21aa356dc195dcfcb75d372fd15d02a0ffd1138248,5e4da3d1f5940006146e5a6b4004c54d1f77b2b61f27bddecf2ec824dc23248a,37db9672927632193e907373693b15b175b16beb49e7935710e4eba81d72deec,e38e963fe1c627e70543322527d2f4b6550124d2a538945b5fd63e8fe05e8928,e495fb30eba0b652c982b12d5cda8801b5b8061e9086bb524bb217ccdce15dc3,022cfe84a25bff63561c3d1d28b90eeaf212d2c5b5ec062324a45aff64e16038,f508bdf560e70fb0ab7387d594db9a7d8f858a9c1312dc61ccc140ee45e6db71,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
103,inhibitory_location_permutation,8200001,1,reference,true,true,true,true,,true,false,46,2,12,6,2,1,10,15,fdeb7ddc84ffa628966c8e21aa356dc195dcfcb75d372fd15d02a0ffd1138248,c27bbe1e84f2a862da58270bfab9e93c724d653819c8b8743cd5896098354540,4878bd4e2485209e051b2d840f70ef04262afa2005a27850af856c745d67fe65,431e61cbd1162d856f3229bcc02b4b46ee70b6f2c1d5f8338c4b295c62276df4,1265ed265c6e9301e2d7c77f9b5b12394f9640c0134379a13c33b31194c40010,30e19482296c07a4b54a69d5b118febbdd83ff96858afcf921a0498620df9df1,3687c16c556d3c73ed87e68d573b3cab0ea12c83cd6500169270ed002c7ac356,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
103,inhibitory_location_permutation,8200001,1,production,true,true,true,true,,true,false,46,2,12,6,2,1,10,15,fdeb7ddc84ffa628966c8e21aa356dc195dcfcb75d372fd15d02a0ffd1138248,c27bbe1e84f2a862da58270bfab9e93c724d653819c8b8743cd5896098354540,4878bd4e2485209e051b2d840f70ef04262afa2005a27850af856c745d67fe65,431e61cbd1162d856f3229bcc02b4b46ee70b6f2c1d5f8338c4b295c62276df4,46cd3d9b57ca87346ae41073468839b656f7097e3fa7fd304bfcc0dc8eced2fa,30e19482296c07a4b54a69d5b118febbdd83ff96858afcf921a0498620df9df1,3687c16c556d3c73ed87e68d573b3cab0ea12c83cd6500169270ed002c7ac356,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
104,irrelevant_negative_not_retained,8200001,1,reference,true,true,true,true,,true,false,72,2,20,10,6,3,10,15,992af629cb4b7155bc4e47cf6121d066624c848885c93c4c402cf48e7c7c6370,b4c831ff9fd7733042aaeb7d4de326e994fd0bc6d82e11b30ea5d0aa2ea05e1c,1bf39bd9ee7963252f0cade8c89ef649b3d4e6462c0ceef2858a159e8c82a13c,eed7008bd6c7b39e4cb10f8df700acd5753fc0840422328c4b088881664a40a2,16dba7fae56e341d3f474b32a4bdeaa7fd30cb339c68d8217609dee3d29337e2,116fb1b9630e0eb9f128dfa100c12ed530fc870941531196740481b2419b5f4a,39f0d2f93c19a17a2733d86d4708e622b08c6ec682494a58bca4ac8ab6edffd2,useful_live=true;others_gone=true;fires=1/1
104,irrelevant_negative_not_retained,8200001,1,production,true,true,true,true,,true,false,72,2,20,10,6,3,10,15,992af629cb4b7155bc4e47cf6121d066624c848885c93c4c402cf48e7c7c6370,cb404b3d769f44d42213b8f4f0701cc3f330bfab5d2d12088eb4752212a958e2,1bf39bd9ee7963252f0cade8c89ef649b3d4e6462c0ceef2858a159e8c82a13c,eed7008bd6c7b39e4cb10f8df700acd5753fc0840422328c4b088881664a40a2,0d60094a2638de22d74037ec84c453e21db2cc3474f92d413b26cf39b8ed8ad2,116fb1b9630e0eb9f128dfa100c12ed530fc870941531196740481b2419b5f4a,39f0d2f93c19a17a2733d86d4708e622b08c6ec682494a58bca4ac8ab6edffd2,useful_live=true;others_gone=true;fires=1/1
105,useful_positive_selection_control,8200001,1,reference,true,true,true,false,positive_relation_reexecutes,true,false,21,2,4,2,2,1,7,13,688ebdb347b5d036611d4e888544485279df9c715533016162c8af5a07778c68,0e360d4d0301ccbaa78cdf5e9dc4c9fe2071fa3519b49a8dc5039af7414fbfdf,126b33b01ff68418561c5387c414a25b5062b294079cce057fb87a78506a0073,26910962cefc16b3b8d3cac57d941697143bed2f8e353346bd9cb7bfada0e806,45c51d789e264ac2359104fb7fb658204deadfed555bd2ccfa9a6688ca14c701,8dc527e02e35039a539fbca998e933d4d9d327dbbc59dd1f66eea4d791dff8cf,c97a02686ddb36427742c540b81d96b82fb3a5ed9aa7e822c4b1635b0517ff68,selected_sign=1;live=true/false;contact_fires=1->2;positive_deliveries=0->0;anchors=[Some(500); Some(500)]
105,useful_positive_selection_control,8200001,1,production,true,true,true,false,positive_relation_reexecutes,true,false,21,2,4,2,2,1,7,13,688ebdb347b5d036611d4e888544485279df9c715533016162c8af5a07778c68,0e360d4d0301ccbaa78cdf5e9dc4c9fe2071fa3519b49a8dc5039af7414fbfdf,126b33b01ff68418561c5387c414a25b5062b294079cce057fb87a78506a0073,26910962cefc16b3b8d3cac57d941697143bed2f8e353346bd9cb7bfada0e806,721ab7c28088ce4b2473cd9bcd8bf042cd60682464659699b5a8a02e7a7f83ad,8dc527e02e35039a539fbca998e933d4d9d327dbbc59dd1f66eea4d791dff8cf,c97a02686ddb36427742c540b81d96b82fb3a5ed9aa7e822c4b1635b0517ff68,selected_sign=1;live=true/false;contact_fires=1->2;positive_deliveries=0->0;anchors=[Some(500); Some(500)]
106,learned_negative_disconnected,8200001,1,reference,true,true,true,true,,false,true,128,2,20,10,18,9,24,27,5122c0f17dd8d697f96503ca27f64ff5fdc7a61a587bd762a836ca1fb6ec9b94,89ff779bed18f2306f5847f78f139ba79e5aa0f67a96a13687cb278d4ba7ab1d,ec80c8cc82b23cc5f44b9069d804d8da9e577b0b4573f5fd860335bfbccae663,783d924c9a5ac00ebed00a74c7f15e327d944e5c07465463453831a43d412f85,030d856d1592d23329c5d9ae7a76dcfef32bf22609ed8d4c4a02f905b89ef613,9f1d31b4cd88d04f23a68f651265ae70e208cf43741b7ffe20c6b7120d5cab6b,6968952e74a5791305f8119648b60716a7702d60d86e535c6110b7d2c1d414b0,disconnected=true;ceiling=true
106,learned_negative_disconnected,8200001,1,production,true,true,true,true,,false,true,128,2,20,10,18,9,24,27,5122c0f17dd8d697f96503ca27f64ff5fdc7a61a587bd762a836ca1fb6ec9b94,89ff779bed18f2306f5847f78f139ba79e5aa0f67a96a13687cb278d4ba7ab1d,ec80c8cc82b23cc5f44b9069d804d8da9e577b0b4573f5fd860335bfbccae663,783d924c9a5ac00ebed00a74c7f15e327d944e5c07465463453831a43d412f85,d2a8170fad640dd0d2983ab3cd8f30f84e2126705712b58635042aa921ee183e,9f1d31b4cd88d04f23a68f651265ae70e208cf43741b7ffe20c6b7120d5cab6b,6968952e74a5791305f8119648b60716a7702d60d86e535c6110b7d2c1d414b0,disconnected=true;ceiling=true
107,learned_negative_not_traversed,8200001,1,reference,true,true,true,true,,false,true,112,2,16,8,14,7,26,32,c6e37d87d3887096821663ff17c8c1f9908f759d3016b2b82f0d2ad2ffa7daf6,b30d23808b475c7db72f46f09b6ebd5509801275261f8ec41e9d692e64984491,567aea037038958c175d6a0bf72f38167ddcd9ce25da9462f353dbd6e23249db,e5731ca2b075d101a25c8fe5f596c96f7373958e0c1f25fb7d4ed68747fdd66d,d38f5e7ea99b88bdb41852948a2782cf3cea55bd19a855d45e2328285c03719a,79cf8ff2ca77c69a3c5770f82dc5fdfbe10466f7db76c23dd518543ebd307fff,88d597376ce598bc631df10c579b2ceaac3b3045a8eeebcf78f2e4590b6c2943,contact_fires=0
107,learned_negative_not_traversed,8200001,1,production,true,true,true,true,,false,true,112,2,16,8,14,7,26,32,c6e37d87d3887096821663ff17c8c1f9908f759d3016b2b82f0d2ad2ffa7daf6,b30d23808b475c7db72f46f09b6ebd5509801275261f8ec41e9d692e64984491,567aea037038958c175d6a0bf72f38167ddcd9ce25da9462f353dbd6e23249db,e5731ca2b075d101a25c8fe5f596c96f7373958e0c1f25fb7d4ed68747fdd66d,086aef6ba994fba4050e78c2dde3073f0797b7714de9855ee296376e397b77ac,79cf8ff2ca77c69a3c5770f82dc5fdfbe10466f7db76c23dd518543ebd307fff,88d597376ce598bc631df10c579b2ceaac3b3045a8eeebcf78f2e4590b6c2943,contact_fires=0
108,fresh_recurrence_packing,8200001,1,reference,true,true,true,true,,true,false,46,2,12,6,2,1,10,15,a288443838ddb50814c27e86803a5c77cb35fd883766662a0a11f6b9bcce6b4c,a40c7449c112cf60d034b846cf318a7afad6ef68c9797b5b4ec5210a9345f8ab,cfbc39f72e9adc269b472697dab26781f313c4949480568ce93c937c3ab86190,975ff843cef57b3d8b6f717df0653e037a90a267fc3bde188bbd782b8e6ea000,29071325ff52cbe7ac8d726cded9bb9c08a38aeee9707c6613733d5e32d4f08d,882be11e4ad02edcbaae372e2e25b4fbb767a99c4f1f3b708c4a353d51cf299e,6a74091a2e6354ec8b60ca751999f456c3cafaeac697f16ce12a8bec4e8ed736,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=true
108,fresh_recurrence_packing,8200001,1,production,true,true,true,true,,true,false,46,2,12,6,2,1,10,15,a288443838ddb50814c27e86803a5c77cb35fd883766662a0a11f6b9bcce6b4c,a40c7449c112cf60d034b846cf318a7afad6ef68c9797b5b4ec5210a9345f8ab,cfbc39f72e9adc269b472697dab26781f313c4949480568ce93c937c3ab86190,975ff843cef57b3d8b6f717df0653e037a90a267fc3bde188bbd782b8e6ea000,56063972f24a1599dba23d0a140e83ef36813c37079a9ad3c43d0dd60b339a61,882be11e4ad02edcbaae372e2e25b4fbb767a99c4f1f3b708c4a353d51cf299e,6a74091a2e6354ec8b60ca751999f456c3cafaeac697f16ce12a8bec4e8ed736,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=true
109,learned_negative_stabilizes,8200001,2,reference,true,true,true,true,,true,false,46,2,12,6,2,1,10,16,5ae01071dbb528e73fb812bb4ee771094f9d3f2af720ba9e56c079c848ecb6d9,3ad3f2c9f96db8f7b9809360724be1d4de1bf169a306c3ef10bbb9360d47063d,37db9672927632193e907373693b15b175b16beb49e7935710e4eba81d72deec,1797923af3b4b87d2f2c47a8eec958d047a7547d96da1e4ffd0ae8b4a8d30630,fa1f50a16e78c9647c83119b5188724b157b23f512e42d969533501ec6d05055,acece05571f36ce527d856850749c9361e43207aa0faf044a0e5f99c7e5105e5,dda7b87938e5dfa504080f86b924842fa92016a82be56fda7ead4b76ff5bf726,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
109,learned_negative_stabilizes,8200001,2,production,true,true,true,true,,true,false,46,2,12,6,2,1,10,16,5ae01071dbb528e73fb812bb4ee771094f9d3f2af720ba9e56c079c848ecb6d9,3ad3f2c9f96db8f7b9809360724be1d4de1bf169a306c3ef10bbb9360d47063d,37db9672927632193e907373693b15b175b16beb49e7935710e4eba81d72deec,1797923af3b4b87d2f2c47a8eec958d047a7547d96da1e4ffd0ae8b4a8d30630,d5789bb4d084010bb151f05b71c0235f708ae98f37643699221009b41efba11c,acece05571f36ce527d856850749c9361e43207aa0faf044a0e5f99c7e5105e5,dda7b87938e5dfa504080f86b924842fa92016a82be56fda7ead4b76ff5bf726,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
110,no_modulation_no_selection,8200001,2,reference,true,true,true,false,uninhibited_recurrence_persists,false,false,92,0,8,4,8,4,45,53,ef5f353f75d1ba657e5b3f15e8520fd8a1f0440e1a82444d401d78b64f81b378,fd2185c06c5c9ab5467ae61598aa4bc100b76143ddbcdde50facb454a266dedc,28e980a2af28a4845f75e28b5b73e8d9e878ebbb60b6d446efdec1249e0563cc,acdf78d2c6ecfc3087499a3c938a8ae2679ead8f3137db79edf303650252042b,8abd6d1f91359a03286f80b22c53a7cf086d4289609f2a33575b80c70c9e0617,de07304e8b64e8e5362e018559f211d65615c2199478bf15988fb9aa6746690a,eb99d4700ddd72ac51521cb807d9861eabd8c5389b348f3f8fdae0e87d239f7b,candidates_gone=true;anchors=[Some(500); Some(500)];fires=11/10;ceiling=false
110,no_modulation_no_selection,8200001,2,production,true,true,true,false,uninhibited_recurrence_persists,false,false,92,0,8,4,8,4,45,53,ef5f353f75d1ba657e5b3f15e8520fd8a1f0440e1a82444d401d78b64f81b378,fd2185c06c5c9ab5467ae61598aa4bc100b76143ddbcdde50facb454a266dedc,28e980a2af28a4845f75e28b5b73e8d9e878ebbb60b6d446efdec1249e0563cc,acdf78d2c6ecfc3087499a3c938a8ae2679ead8f3137db79edf303650252042b,1a24e88ed8e9c3e2da8398b1e3a178c4ae234e8b82c6c6282c19c5d2c71aa018,de07304e8b64e8e5362e018559f211d65615c2199478bf15988fb9aa6746690a,eb99d4700ddd72ac51521cb807d9861eabd8c5389b348f3f8fdae0e87d239f7b,candidates_gone=true;anchors=[Some(500); Some(500)];fires=11/10;ceiling=false
111,candidate_identity_sign_order_permutation,8200001,2,reference,true,true,true,true,,true,false,46,2,12,6,2,1,10,16,5ae01071dbb528e73fb812bb4ee771094f9d3f2af720ba9e56c079c848ecb6d9,0119380331bc3bb1bae67d88e219244df157242299879f6ec002adebda48d8ea,37db9672927632193e907373693b15b175b16beb49e7935710e4eba81d72deec,e38e963fe1c627e70543322527d2f4b6550124d2a538945b5fd63e8fe05e8928,4d9924324f38f2da10b32f37ea5044e65b27534ea002475fa68a24e8facdf9a4,acece05571f36ce527d856850749c9361e43207aa0faf044a0e5f99c7e5105e5,dda7b87938e5dfa504080f86b924842fa92016a82be56fda7ead4b76ff5bf726,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
111,candidate_identity_sign_order_permutation,8200001,2,production,true,true,true,true,,true,false,46,2,12,6,2,1,10,16,5ae01071dbb528e73fb812bb4ee771094f9d3f2af720ba9e56c079c848ecb6d9,0119380331bc3bb1bae67d88e219244df157242299879f6ec002adebda48d8ea,37db9672927632193e907373693b15b175b16beb49e7935710e4eba81d72deec,e38e963fe1c627e70543322527d2f4b6550124d2a538945b5fd63e8fe05e8928,d559e0fd108ec25fdc04de75b61f72a688977ee8023411148337e9a65748af6d,acece05571f36ce527d856850749c9361e43207aa0faf044a0e5f99c7e5105e5,dda7b87938e5dfa504080f86b924842fa92016a82be56fda7ead4b76ff5bf726,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
112,inhibitory_location_permutation,8200001,2,reference,true,true,true,true,,true,false,46,2,12,6,2,1,10,16,5ae01071dbb528e73fb812bb4ee771094f9d3f2af720ba9e56c079c848ecb6d9,3ad3f2c9f96db8f7b9809360724be1d4de1bf169a306c3ef10bbb9360d47063d,4878bd4e2485209e051b2d840f70ef04262afa2005a27850af856c745d67fe65,431e61cbd1162d856f3229bcc02b4b46ee70b6f2c1d5f8338c4b295c62276df4,963d41dff6b08e066192645d32189748cc55ec52eee0d6520ad059ad2ba6ed22,31b7f627603fd48a1d57b3f6d437068cde52d56840d90ef4e4cfb45579d61639,e079be4afe7d6155eb49414b3ca65b37475105f9ad0f6d15af28bd9703e0da08,selected_sign=-1;r=[Some(4); Some(4)];unsupported_live=false;anchors=[Some(500); Some(500)];fires=a1/b1/contact1;fresh=false
