case_id,sections,profile,topology,phase,excitation_q32,excitation,inhibition_q32,inhibition,threshold,delay_ab,delay_ba,class,excite_a_fires,excite_b_fires,inhibitor_a_fires,inhibitor_b_fires,positive_incidences,relay_incidences,negative_incidences,first_firings,continuation_firings,period_firings,period_ticks,scheduled_deliveries,continuation_deliveries,physical_work,final_tick,pending,naturally_quiescent,first_ceiling,continuation_ceiling,initial_couplings,final_couplings,initial_resistances,final_resistances,trace_hash,continuation_trace_hash,body_hash,replay_exact,mechanics_exact,integrity_pass
46,delay_section,rs1_style,cycle,core0_phase,8589934592,2,17179869184,4,2,3,3,periodic,48,48,48,48,95,96,96,86,10,2,6,256,32,288,285,1,false,true,true,8589934592|8589934592|4294967296|-17179869184|4294967296|-17179869184,8589934592|8589934592|4294967296|-17179869184|4294967296|-17179869184,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294847036915712|4294847036915712|4294847036915712|4294847036915712|4294847036915712|4294847036915712,88045ae2f5a0bb522d62c02dd6500517d8a341d27623724725cae4c550fef22b,904cd1d073320d922befdda652ff35010dce40401ad7aaa87e3d9f01005dda71,e6f19de259e583863a19f4cbb5be7fc7cfb228c72ccbead041ae640ff5c36aab,true,true,true
46,delay_section,core_b,cycle,core0_phase,8589934592,2,17179869184,4,2,3,3,periodic,48,48,48,48,95,96,96,86,10,2,6,256,32,288,285,1,false,true,true,8589934592|8589934592|4294967296|-17179869184|4294967296|-17179869184,8589934592|8589934592|4294967296|-17179869184|4294967296|-17179869184,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294844889432064|4294844889432064|4294844889432064|4294844889432064|4294844889432064|4294844889432064,88045ae2f5a0bb522d62c02dd6500517d8a341d27623724725cae4c550fef22b,904cd1d073320d922befdda652ff35010dce40401ad7aaa87e3d9f01005dda71,e6f19de259e583863a19f4cbb5be7fc7cfb228c72ccbead041ae640ff5c36aab,true,true,true
47,efficacy_plane|threshold_section,rs1_style,cycle,core0_phase,8589934592,2,34359738368,8,2,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,8589934592|8589934592|4294967296|-34359738368|4294967296|-34359738368,8589934592|8589934592|4294967296|-34359738368|4294967296|-34359738368,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,26477969a62d4da79020a3da1cf03238d473afb2192502cc93862c7a161465ea,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,f45716aad8adc075d350f9e1387504c6277479b25e16b61b5b6a7316936e3020,true,true,true
47,efficacy_plane|threshold_section,core_b,cycle,core0_phase,8589934592,2,34359738368,8,2,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,8589934592|8589934592|4294967296|-34359738368|4294967296|-34359738368,8589934592|8589934592|4294967296|-34359738368|4294967296|-34359738368,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541,26477969a62d4da79020a3da1cf03238d473afb2192502cc93862c7a161465ea,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,f45716aad8adc075d350f9e1387504c6277479b25e16b61b5b6a7316936e3020,true,true,true
48,delay_section,rs1_style,cycle,core0_phase,8589934592,2,68719476736,16,2,0,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,1,0,true,false,false,8589934592|8589934592|4294967296|-68719476736|4294967296|-68719476736,8589934592|8589934592|4294967296|-68719476736|4294967296|-68719476736,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,ec583b5e8c0d8547786538d194d8dc0370863c731d69cceff6de32dd7e6eb8ca,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,bce5c6673e104506100e2445ae547279892f1fcdd235c883ae33543e1b9a5eed,true,true,true
48,delay_section,core_b,cycle,core0_phase,8589934592,2,68719476736,16,2,0,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,1,0,true,false,false,8589934592|8589934592|4294967296|-68719476736|4294967296|-68719476736,8589934592|8589934592|4294967296|-68719476736|4294967296|-68719476736,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271|4294966866503271,ec583b5e8c0d8547786538d194d8dc0370863c731d69cceff6de32dd7e6eb8ca,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,bce5c6673e104506100e2445ae547279892f1fcdd235c883ae33543e1b9a5eed,true,true,true
49,delay_section|efficacy_plane|historical_pair|threshold_section,rs1_style,cycle,core0_phase,8589934592,2,68719476736,16,2,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,8589934592|8589934592|4294967296|-68719476736|4294967296|-68719476736,8589934592|8589934592|4294967296|-68719476736|4294967296|-68719476736,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,7b15fff9069b5d15ceef0b4e0cd981a4152249b204de5bad5cb2903a1fde9ebb,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,795deea32e4d8e1af7ee85b4eea50201e3a96b383dd737241348e3e31fa1e760,true,true,true
49,delay_section|efficacy_plane|historical_pair|threshold_section,core_b,cycle,core0_phase,8589934592,2,68719476736,16,2,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,8589934592|8589934592|4294967296|-68719476736|4294967296|-68719476736,8589934592|8589934592|4294967296|-68719476736|4294967296|-68719476736,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541,7b15fff9069b5d15ceef0b4e0cd981a4152249b204de5bad5cb2903a1fde9ebb,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,795deea32e4d8e1af7ee85b4eea50201e3a96b383dd737241348e3e31fa1e760,true,true,true
50,delay_section,rs1_style,cycle,core0_phase,8589934592,2,68719476736,16,2,2,2,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,4,0,true,false,false,8589934592|8589934592|4294967296|-68719476736|4294967296|-68719476736,8589934592|8589934592|4294967296|-68719476736|4294967296|-68719476736,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,92ef5e1bc84dfedc6b9945206d8094b585aed2a2cbbc9bdf8dae1177a5705f91,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,9f133e5d19d621b1abcfbf4f221c6b0edef932a3bfe1b4831d449f3b207af6ed,true,true,true
50,delay_section,core_b,cycle,core0_phase,8589934592,2,68719476736,16,2,2,2,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,4,0,true,false,false,8589934592|8589934592|4294967296|-68719476736|4294967296|-68719476736,8589934592|8589934592|4294967296|-68719476736|4294967296|-68719476736,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294965578013082|4294965578013082|4294965578013082|4294965578013082|4294965578013082|4294965578013082,92ef5e1bc84dfedc6b9945206d8094b585aed2a2cbbc9bdf8dae1177a5705f91,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,9f133e5d19d621b1abcfbf4f221c6b0edef932a3bfe1b4831d449f3b207af6ed,true,true,true
51,delay_section,rs1_style,cycle,core0_phase,8589934592,2,68719476736,16,2,3,3,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,6,0,true,false,false,8589934592|8589934592|4294967296|-68719476736|4294967296|-68719476736,8589934592|8589934592|4294967296|-68719476736|4294967296|-68719476736,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,3e36eaafa5d6a8ed7f8a3de7cbb3eaca7072be7ac0a6ad8c9ab41420bc5c51f4,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,3456b9abfcfd4e5ec568eeb6d67896521658ec3b26f0297e7502b5f658a61f0f,true,true,true
51,delay_section,core_b,cycle,core0_phase,8589934592,2,68719476736,16,2,3,3,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,6,0,true,false,false,8589934592|8589934592|4294967296|-68719476736|4294967296|-68719476736,8589934592|8589934592|4294967296|-68719476736|4294967296|-68719476736,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294964719019623|4294964719019623|4294964719019623|4294964719019623|4294964719019623|4294964719019623,3e36eaafa5d6a8ed7f8a3de7cbb3eaca7072be7ac0a6ad8c9ab41420bc5c51f4,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,3456b9abfcfd4e5ec568eeb6d67896521658ec3b26f0297e7502b5f658a61f0f,true,true,true
52,efficacy_plane,core_b,cycle,core0_phase,10737418240,2.5,0,0,2,1,1,periodic,48,48,48,48,191,96,0,86,10,2,2,256,32,288,95,1,false,true,true,10737418240|10737418240|4294967296|0|4294967296|0,10737418240|10737418240|4294967296|0|4294967296|0,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688,b8d53fae1f93e7f3471d8a7abeae78ca9041a2ea8237bfcbfba182647844bb45,c25169daf07facb95efae6a0334f1766ac4b768d7b665dea22e852d3817414d0,ee57717da5c17b5c2096cced37dde83b0ce920ed18dd238ea9267990f52e6e64,true,true,true
53,efficacy_plane,core_b,cycle,core0_phase,10737418240,2.5,4294967296,1,2,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,10737418240|10737418240|4294967296|-4294967296|4294967296|-4294967296,10737418240|10737418240|4294967296|-4294967296|4294967296|-4294967296,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688,6e726b27d39f499611c605169c3f2a124f76829b04fefdd3ba012adfb9ced91e,425284e42a254e41ef5c157b6c04ff6dd41e955b670c4d1fbd3dde9b16620b3c,36e2c279527902280e2b4a60af51cbaad33dc350c892c5434d38b35733d2fcc5,true,true,true
54,efficacy_plane,core_b,cycle,core0_phase,10737418240,2.5,6442450944,1.5,2,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,10737418240|10737418240|4294967296|-6442450944|4294967296|-6442450944,10737418240|10737418240|4294967296|-6442450944|4294967296|-6442450944,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688,4a28c3cfb7bce30b0a8c087a6c4865d607f91f52f4b3aaa6a5e2657bafece33a,7e7b7bb3b25bda121f89b49867ac98259e3c085f55c751cc8bba956274abfd93,db6f81fb03431bd24fd11f0dfc7bd3219b64b9c649514783c73599b827908595,true,true,true
55,efficacy_plane,core_b,cycle,core0_phase,10737418240,2.5,8589934592,2,2,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,10737418240|10737418240|4294967296|-8589934592|4294967296|-8589934592,10737418240|10737418240|4294967296|-8589934592|4294967296|-8589934592,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688,a586453151b7a387afbfbb929d19dec3a42b18fe47c91ecc8f4034f1677e610f,f74c11372962671174bb158d8b3a7672ba7132dcafd6c4a0ae4cf1fd8dd3a3a9,ef3904286dfdd0f997714bd65477c79c5b8a6af5cfe7bcc9981fec3c5d446422,true,true,true
56,efficacy_plane,core_b,cycle,core0_phase,10737418240,2.5,10737418240,2.5,2,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,10737418240|10737418240|4294967296|-10737418240|4294967296|-10737418240,10737418240|10737418240|4294967296|-10737418240|4294967296|-10737418240,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688,e3ab21cb01403748252387045050b53fc229f7e1a4b56efac54a22c57d833c92,0dcbe406765545352d83343fa24789c498de7f58dbfe92bbc920153408989871,440be59abb079ddcf8eca51098ea810679e7f536a41f9a4918534128a08929ae,true,true,true
57,efficacy_plane,core_b,cycle,core0_phase,10737418240,2.5,12884901888,3,2,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,10737418240|10737418240|4294967296|-12884901888|4294967296|-12884901888,10737418240|10737418240|4294967296|-12884901888|4294967296|-12884901888,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541,fb19b3e7a086096e85be6f4e079d6fc5899fd7fcd2f3aed60c9e3769f93a3954,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,dc368f117154a8b1b35d6a26f617787da2ee85ef9c985bd954a94e3dd9cf4e79,true,true,true
58,efficacy_plane,core_b,cycle,core0_phase,10737418240,2.5,17179869184,4,2,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,10737418240|10737418240|4294967296|-17179869184|4294967296|-17179869184,10737418240|10737418240|4294967296|-17179869184|4294967296|-17179869184,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541,05adc9e5910ee9ea3866c2a8e912edbdea6f9e73085ea8291b79432b3c10205a,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,edc8fe6ec1f1d2af404f4f265d1ecbf84242ed5114768db3f7e850c19cd7aee9,true,true,true
59,efficacy_plane,core_b,cycle,core0_phase,10737418240,2.5,34359738368,8,2,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,10737418240|10737418240|4294967296|-34359738368|4294967296|-34359738368,10737418240|10737418240|4294967296|-34359738368|4294967296|-34359738368,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541,6ae81266b0247b4e62f6c4b5653f2ff678c8af0abe7a6ade1f41f12f48f76082,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,27402c57dd35b1eafacbad77c0e0784d9315b0c7758cdad29c88003b80e4a415,true,true,true
60,efficacy_plane,core_b,cycle,core0_phase,10737418240,2.5,68719476736,16,2,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,10737418240|10737418240|4294967296|-68719476736|4294967296|-68719476736,10737418240|10737418240|4294967296|-68719476736|4294967296|-68719476736,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541,d833d39106d7cd519271243685fa76d5d5672f657592c844cad79f26fae2f594,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,9108ffddbf9ad2fee93e150dbcad1a03eb116245f8282482eb01e5bd83ad8c47,true,true,true
61,efficacy_plane,rs1_style,cycle,core0_phase,12884901888,3,0,0,2,1,1,periodic,48,48,48,48,191,96,0,86,10,2,2,256,32,288,95,1,false,true,true,12884901888|12884901888|4294967296|0|4294967296|0,12884901888|12884901888|4294967296|0|4294967296|0,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294928641294336|4294928641294336|4294928641294336|4294928641294336|4294928641294336|4294928641294336,7631bb8423ce1a1eb5e54a31263c9059eaab1700924cfa1e241f5c5f62549eb4,a7c55e04587b110f2239b995b21bc85394c4a2684eb1ed37a809a0c0c951ecfb,812a480eb5bba755e848bf23e20ef14d337aad1852b5299f5fae93430d266974,true,true,true
61,efficacy_plane,core_b,cycle,core0_phase,12884901888,3,0,0,2,1,1,periodic,48,48,48,48,191,96,0,86,10,2,2,256,32,288,95,1,false,true,true,12884901888|12884901888|4294967296|0|4294967296|0,12884901888|12884901888|4294967296|0|4294967296|0,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688,7631bb8423ce1a1eb5e54a31263c9059eaab1700924cfa1e241f5c5f62549eb4,a7c55e04587b110f2239b995b21bc85394c4a2684eb1ed37a809a0c0c951ecfb,812a480eb5bba755e848bf23e20ef14d337aad1852b5299f5fae93430d266974,true,true,true
62,threshold_section,rs1_style,cycle,core0_phase,12884901888,3,0,0,3,1,1,periodic,48,48,48,48,191,96,0,86,10,2,2,256,32,288,95,1,false,true,true,12884901888|12884901888|4294967296|0|4294967296|0,12884901888|12884901888|4294967296|0|4294967296|0,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294928641294336|4294928641294336|4294928641294336|4294928641294336|4294928641294336|4294928641294336,a1f0def50284d5857971a8a5ea82522725cab3dcb1f8afea923251e8365c264c,a7c55e04587b110f2239b995b21bc85394c4a2684eb1ed37a809a0c0c951ecfb,b2b2585f35ba38ffcad43c2fd4cc2692efd2e8bfc64e161e9d70a8e227ce72aa,true,true,true
62,threshold_section,core_b,cycle,core0_phase,12884901888,3,0,0,3,1,1,periodic,48,48,48,48,191,96,0,86,10,2,2,256,32,288,95,1,false,true,true,12884901888|12884901888|4294967296|0|4294967296|0,12884901888|12884901888|4294967296|0|4294967296|0,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688,a1f0def50284d5857971a8a5ea82522725cab3dcb1f8afea923251e8365c264c,a7c55e04587b110f2239b995b21bc85394c4a2684eb1ed37a809a0c0c951ecfb,b2b2585f35ba38ffcad43c2fd4cc2692efd2e8bfc64e161e9d70a8e227ce72aa,true,true,true
63,efficacy_plane,rs1_style,cycle,core0_phase,12884901888,3,4294967296,1,2,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,12884901888|12884901888|4294967296|-4294967296|4294967296|-4294967296,12884901888|12884901888|4294967296|-4294967296|4294967296|-4294967296,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294928641294336|4294928641294336|4294928641294336|4294928641294336|4294928641294336|4294928641294336,1914e3a001bac1f975d831d6fb6949e04c2fea937c2523d2f81efa55c9acde12,f531ee07aa8f982707a9b5b9cb8b0761b4d41f7e7e4e749458fc4e15d3d5a002,99c82004d05ebd040377d565efa39fa440caeb31cee13c80f3d6faa06127d5ca,true,true,true
63,efficacy_plane,core_b,cycle,core0_phase,12884901888,3,4294967296,1,2,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,12884901888|12884901888|4294967296|-4294967296|4294967296|-4294967296,12884901888|12884901888|4294967296|-4294967296|4294967296|-4294967296,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688,1914e3a001bac1f975d831d6fb6949e04c2fea937c2523d2f81efa55c9acde12,f531ee07aa8f982707a9b5b9cb8b0761b4d41f7e7e4e749458fc4e15d3d5a002,99c82004d05ebd040377d565efa39fa440caeb31cee13c80f3d6faa06127d5ca,true,true,true
64,threshold_section,rs1_style,cycle,core0_phase,12884901888,3,4294967296,1,3,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,12884901888|12884901888|4294967296|-4294967296|4294967296|-4294967296,12884901888|12884901888|4294967296|-4294967296|4294967296|-4294967296,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294928641294336|4294928641294336|4294928641294336|4294928641294336|4294928641294336|4294928641294336,9ea07bb0f2eff449ad0931954a815468cd7d1d26d66acf1021fdc174b19b75fa,f531ee07aa8f982707a9b5b9cb8b0761b4d41f7e7e4e749458fc4e15d3d5a002,a875f8de485cdd8a33b3f182d0775feaf750a2b3e3e7a318e9fd1d7b1705f45b,true,true,true
64,threshold_section,core_b,cycle,core0_phase,12884901888,3,4294967296,1,3,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,12884901888|12884901888|4294967296|-4294967296|4294967296|-4294967296,12884901888|12884901888|4294967296|-4294967296|4294967296|-4294967296,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688,9ea07bb0f2eff449ad0931954a815468cd7d1d26d66acf1021fdc174b19b75fa,f531ee07aa8f982707a9b5b9cb8b0761b4d41f7e7e4e749458fc4e15d3d5a002,a875f8de485cdd8a33b3f182d0775feaf750a2b3e3e7a318e9fd1d7b1705f45b,true,true,true
65,efficacy_plane,core_b,cycle,core0_phase,12884901888,3,6442450944,1.5,2,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,12884901888|12884901888|4294967296|-6442450944|4294967296|-6442450944,12884901888|12884901888|4294967296|-6442450944|4294967296|-6442450944,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688,08f9a6d9974d18bba033fe6b15d922fee2a278e2d1b2a5f9c39f216b66ef81f9,c9a4e1b0203e576fd8ab197dc084261ca47dfd669cdea46db82d8b317426e150,d99f74825f15e359030c1d4800c826e812de22061c731727804d071dda53e3ed,true,true,true
66,threshold_section,core_b,cycle,core0_phase,12884901888,3,6442450944,1.5,3,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,12884901888|12884901888|4294967296|-6442450944|4294967296|-6442450944,12884901888|12884901888|4294967296|-6442450944|4294967296|-6442450944,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688,23c64fa81554bc045630ebd2505d090718ab127a4abd6f9463bd4df1b7536c5c,c9a4e1b0203e576fd8ab197dc084261ca47dfd669cdea46db82d8b317426e150,6109ec43f33137c3a90325227aff5de09eccf21f6eb7f49cd8a503fdc17796b8,true,true,true
67,efficacy_plane,rs1_style,cycle,core0_phase,12884901888,3,8589934592,2,2,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,12884901888|12884901888|4294967296|-8589934592|4294967296|-8589934592,12884901888|12884901888|4294967296|-8589934592|4294967296|-8589934592,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294928641294336|4294928641294336|4294928641294336|4294928641294336|4294928641294336|4294928641294336,ec511ead791b76ad6bd085285180cb94412cdfd98add02784463fca0dbb91fb5,89d85f4bd116e0445c996028964d28ffcb16b06ce24c106ae7a807061a9bc318,da36ffdee67448a7a3e053f87a960b6697a3cdeba067ef8fdd7f2f8ffc47122f,true,true,true
67,efficacy_plane,core_b,cycle,core0_phase,12884901888,3,8589934592,2,2,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,12884901888|12884901888|4294967296|-8589934592|4294967296|-8589934592,12884901888|12884901888|4294967296|-8589934592|4294967296|-8589934592,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688,ec511ead791b76ad6bd085285180cb94412cdfd98add02784463fca0dbb91fb5,89d85f4bd116e0445c996028964d28ffcb16b06ce24c106ae7a807061a9bc318,da36ffdee67448a7a3e053f87a960b6697a3cdeba067ef8fdd7f2f8ffc47122f,true,true,true
68,threshold_section,rs1_style,cycle,core0_phase,12884901888,3,8589934592,2,3,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,12884901888|12884901888|4294967296|-8589934592|4294967296|-8589934592,12884901888|12884901888|4294967296|-8589934592|4294967296|-8589934592,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294928641294336|4294928641294336|4294928641294336|4294928641294336|4294928641294336|4294928641294336,307f2b9a6efe170a00bd253b015c0d0f411b25e3b161d9716a91a6795c9e6e9b,89d85f4bd116e0445c996028964d28ffcb16b06ce24c106ae7a807061a9bc318,c60373aa1d20073a244cd6149e7278a2f51697a353d83df644d9e4fd747f2a48,true,true,true
68,threshold_section,core_b,cycle,core0_phase,12884901888,3,8589934592,2,3,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,12884901888|12884901888|4294967296|-8589934592|4294967296|-8589934592,12884901888|12884901888|4294967296|-8589934592|4294967296|-8589934592,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688,307f2b9a6efe170a00bd253b015c0d0f411b25e3b161d9716a91a6795c9e6e9b,89d85f4bd116e0445c996028964d28ffcb16b06ce24c106ae7a807061a9bc318,c60373aa1d20073a244cd6149e7278a2f51697a353d83df644d9e4fd747f2a48,true,true,true
69,efficacy_plane,core_b,cycle,core0_phase,12884901888,3,10737418240,2.5,2,1,1,periodic,48,48,48,48,95,96,96,86,10,2,2,256,32,288,95,1,false,true,true,12884901888|12884901888|4294967296|-10737418240|4294967296|-10737418240,12884901888|12884901888|4294967296|-10737418240|4294967296|-10737418240,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688|4294926493810688,5325477ce7b16110dcf5ddf277bab497a6ba4d89614d45d2ef4eafa09ff82c7e,c4c5c7c3b3d54943f42ba4e1ba6c013e45cb2113f27de2b9479c35f8fbedc176,ccd1b0f20739dfc9deee9a973baf0eeb319c907b44bc110f0105a74200ebd546,true,true,true
70,threshold_section,core_b,cycle,core0_phase,12884901888,3,10737418240,2.5,3,1,1,quiescent,1,1,1,1,2,2,2,2,0,0,0,7,0,7,2,0,true,false,false,12884901888|12884901888|4294967296|-10737418240|4294967296|-10737418240,12884901888|12884901888|4294967296|-10737418240|4294967296|-10737418240,4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000|4294967296000000,4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541|4294966437006541,fbeaf1b84570c4fdc631f041288da44075eed89c0267a33b8b0892a576c1cb37,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,3ca73549d5631fa0cd035bfc822f76218bd6440eab215aa2dd879558eaa97bbc,true,true,true
